Year,Month,Community,Total Complaints,Total Number of Callers,data_loaded_at
2022,12,Redwood City,791,7,2023/09/01 04:13:58 PM
2022,10,Stanford,645,4,2023/09/01 04:13:58 PM
2019,12,Danville,32,2,2023/09/01 04:13:58 PM
2021,3,Brisbane,373,9,2023/09/01 04:13:58 PM
2020,12,Richmond,"1,406",4,2023/09/01 04:13:58 PM
2021,4,Burlingame,18,2,2023/09/01 04:13:58 PM
2021,3,Orinda,26,1,2023/09/01 04:13:58 PM
2020,12,Alameda,155,1,2023/09/01 04:13:58 PM
2021,7,Watsonville,103,1,2023/09/01 04:13:58 PM
2021,6,Hayward,5,1,2023/09/01 04:13:58 PM
2020,7,Castro Valley,6,1,2023/09/01 04:13:58 PM
2020,8,Richmond,"2,339",4,2023/09/01 04:13:58 PM
2022,11,Stanford,738,4,2023/09/01 04:13:58 PM
2021,6,San Mateo,883,10,2023/09/01 04:13:58 PM
2020,2,Montara,325,1,2023/09/01 04:13:58 PM
2020,4,Hayward,90,1,2023/09/01 04:13:58 PM
2020,7,Watsonville,143,1,2023/09/01 04:13:58 PM
2020,11,Orinda,6,2,2023/09/01 04:13:58 PM
2023,1,Union City,206,1,2023/09/01 04:13:58 PM
2022,3,Aptos,36,4,2023/09/01 04:13:58 PM
2021,9,Orinda,15,1,2023/09/01 04:13:58 PM
2021,10,East Palo Alto,12,1,2023/09/01 04:13:58 PM
2020,7,Atherton,"1,068",4,2023/09/01 04:13:58 PM
2022,3,Atherton,5,2,2023/09/01 04:13:58 PM
2022,11,Berkeley,537,1,2023/09/01 04:13:58 PM
2022,3,Boulder Creek,15,2,2023/09/01 04:13:58 PM
2019,8,La Selva Beach,2,1,2023/09/01 04:13:58 PM
2020,12,San Ramon,6,1,2023/09/01 04:13:58 PM
2021,2,Cupertino,181,2,2023/09/01 04:13:58 PM
2020,12,Atherton,250,5,2023/09/01 04:13:58 PM
2020,12,San Jose,45,2,2023/09/01 04:13:58 PM
2021,4,Hillsborough,3,1,2023/09/01 04:13:58 PM
2021,3,Alameda,79,1,2023/09/01 04:13:58 PM
2020,7,Ben Lomond,1,1,2023/09/01 04:13:58 PM
2020,11,Sunnyvale,21,1,2023/09/01 04:13:58 PM
2020,11,Montara,34,1,2023/09/01 04:13:58 PM
2021,7,Orinda,18,1,2023/09/01 04:13:58 PM
2020,9,Bonny Doon,4,1,2023/09/01 04:13:58 PM
2021,12,Emerald Hills,857,5,2023/09/01 04:13:58 PM
2022,1,Foster City,4,2,2023/09/01 04:13:58 PM
2022,8,Capitola,305,4,2023/09/01 04:13:58 PM
2022,9,East Palo Alto,3,1,2023/09/01 04:13:58 PM
2020,3,Lafayette,1,1,2023/09/01 04:13:58 PM
2022,12,Union City,255,1,2023/09/01 04:13:58 PM
2021,7,Castro Valley,19,2,2023/09/01 04:13:58 PM
2019,11,Moss Beach,5,1,2023/09/01 04:13:58 PM
2019,10,Point Richmond,"1,116",1,2023/09/01 04:13:58 PM
2021,2,Burlingame,18,1,2023/09/01 04:13:58 PM
2021,1,East Palo Alto,13,1,2023/09/01 04:13:58 PM
2021,7,La Honda,5,1,2023/09/01 04:13:58 PM
2020,3,East Palo Alto,1,1,2023/09/01 04:13:58 PM
2023,2,Half Moon,2,1,2023/09/01 04:13:58 PM
2021,4,Belmont,169,2,2023/09/01 04:13:58 PM
2021,8,El Granada,614,1,2023/09/01 04:13:58 PM
2020,1,Burlingame,108,2,2023/09/01 04:13:58 PM
2023,3,Union City,253,1,2023/09/01 04:13:58 PM
2023,1,Watsonville,59,1,2023/09/01 04:13:58 PM
2023,5,Orinda,51,1,2023/09/01 04:13:58 PM
2022,11,Castro Valley,16,1,2023/09/01 04:13:58 PM
2023,1,Lafayette,2,1,2023/09/01 04:13:58 PM
2021,12,Carmel Valley,16,1,2023/09/01 04:13:58 PM
2020,7,El Granada,347,1,2023/09/01 04:13:58 PM
2021,7,East Palo Alto,390,2,2023/09/01 04:13:58 PM
2019,11,Santa Clara,1,1,2023/09/01 04:13:58 PM
2021,3,Castro Valley,2,1,2023/09/01 04:13:58 PM
2020,11,Ben Lomond,1,1,2023/09/01 04:13:58 PM
2020,1,Danville,7,2,2023/09/01 04:13:58 PM
2020,3,Montara,477,1,2023/09/01 04:13:58 PM
2020,7,Montara,46,1,2023/09/01 04:13:58 PM
2023,5,Castro Valley,13,1,2023/09/01 04:13:58 PM
2021,10,Cupertino,593,1,2023/09/01 04:13:58 PM
2022,10,Montara,565,1,2023/09/01 04:13:58 PM
2019,9,Santa Clara,8,1,2023/09/01 04:13:58 PM
2021,5,Watsonville,107,1,2023/09/01 04:13:58 PM
2020,11,Alameda,57,1,2023/09/01 04:13:58 PM
2023,4,Burlingame,1,1,2023/09/01 04:13:58 PM
2022,3,Carmel Valley,14,1,2023/09/01 04:13:58 PM
2022,6,Cupertino,150,1,2023/09/01 04:13:58 PM
2022,5,Penngrove,2,1,2023/09/01 04:13:58 PM
2023,5,Burlingame,3,1,2023/09/01 04:13:58 PM
2021,10,Hayward,5,1,2023/09/01 04:13:58 PM
2005,1,Alameda,7,1,2023/09/01 04:13:58 PM
2005,1,Atherton,242,1,2023/09/01 04:13:58 PM
2005,1,Belmont,75,1,2023/09/01 04:13:58 PM
2005,1,Berkeley,8,1,2023/09/01 04:13:58 PM
2005,1,Brisbane,239,7,2023/09/01 04:13:58 PM
2005,1,Daly City,16,6,2023/09/01 04:13:58 PM
2005,1,El Granada,1,1,2023/09/01 04:13:58 PM
2005,1,Foster City,6,1,2023/09/01 04:13:58 PM
2005,1,Millbrae,2,1,2023/09/01 04:13:58 PM
2005,1,Oakland,2,1,2023/09/01 04:13:58 PM
2005,1,Pacifica,2,2,2023/09/01 04:13:58 PM
2005,1,Redwood City,19,1,2023/09/01 04:13:58 PM
2005,1,San Bruno,6,1,2023/09/01 04:13:58 PM
2005,1,San Carlos,1,1,2023/09/01 04:13:58 PM
2005,1,San Francisco,3,2,2023/09/01 04:13:58 PM
2005,1,San Mateo,1,1,2023/09/01 04:13:58 PM
2005,1,South San Franciscio,7,3,2023/09/01 04:13:58 PM
2005,2,Alameda,3,1,2023/09/01 04:13:58 PM
2005,2,Atherton,292,1,2023/09/01 04:13:58 PM
2005,2,Belmont,118,2,2023/09/01 04:13:58 PM
2005,2,Brisbane,317,16,2023/09/01 04:13:58 PM
2005,2,Burlingame,13,2,2023/09/01 04:13:58 PM
2005,2,Corte Madera,1,1,2023/09/01 04:13:58 PM
2005,2,Daly City,46,2,2023/09/01 04:13:58 PM
2005,2,Foster City,4,3,2023/09/01 04:13:58 PM
2005,2,Millbrae,1,1,2023/09/01 04:13:58 PM
2005,2,Oakland,3,1,2023/09/01 04:13:58 PM
2005,2,Pacifica,2,2,2023/09/01 04:13:58 PM
2005,2,Portola Valley,34,1,2023/09/01 04:13:58 PM
2005,2,Redwood City,3,2,2023/09/01 04:13:58 PM
2005,2,Richmond,2,1,2023/09/01 04:13:58 PM
2005,2,San Bruno,12,1,2023/09/01 04:13:58 PM
2005,2,San Carlos,3,1,2023/09/01 04:13:58 PM
2005,2,San Francisco,20,7,2023/09/01 04:13:58 PM
2005,2,San Mateo,1,1,2023/09/01 04:13:58 PM
2005,2,South San Franciscio,3,1,2023/09/01 04:13:58 PM
2005,2,Tiburon,2,1,2023/09/01 04:13:58 PM
2005,2,Woodside,12,1,2023/09/01 04:13:58 PM
2005,3,Alameda,3,1,2023/09/01 04:13:58 PM
2005,3,Atherton,279,2,2023/09/01 04:13:58 PM
2005,3,Berkeley,2,1,2023/09/01 04:13:58 PM
2005,3,Brisbane,150,13,2023/09/01 04:13:58 PM
2005,3,Burlingame,6,3,2023/09/01 04:13:58 PM
2005,3,Daly City,42,3,2023/09/01 04:13:58 PM
2005,3,Foster City,3,3,2023/09/01 04:13:58 PM
2005,3,Hillsborough,1,1,2023/09/01 04:13:58 PM
2005,3,Menlo Park,1,1,2023/09/01 04:13:58 PM
2005,3,Millbrae,5,3,2023/09/01 04:13:58 PM
2005,3,Mountain View,1,1,2023/09/01 04:13:58 PM
2005,3,Pacifica,2,2,2023/09/01 04:13:58 PM
2005,3,Palo Alto,1,1,2023/09/01 04:13:58 PM
2005,3,Portola Valley,57,1,2023/09/01 04:13:58 PM
2005,3,Redwood City,19,2,2023/09/01 04:13:58 PM
2005,3,San Bruno,24,2,2023/09/01 04:13:58 PM
2005,3,San Francisco,15,8,2023/09/01 04:13:58 PM
2005,3,San Mateo,2,1,2023/09/01 04:13:58 PM
2005,3,South San Franciscio,6,5,2023/09/01 04:13:58 PM
2005,3,Woodside,2,1,2023/09/01 04:13:58 PM
2005,4,Alameda,1,1,2023/09/01 04:13:58 PM
2005,4,Atherton,220,1,2023/09/01 04:13:58 PM
2005,4,Brisbane,183,9,2023/09/01 04:13:58 PM
2005,4,Daly City,101,2,2023/09/01 04:13:58 PM
2005,4,Foster City,2,1,2023/09/01 04:13:58 PM
2005,4,Lagunitas,4,1,2023/09/01 04:13:58 PM
2005,4,Menlo Park,7,1,2023/09/01 04:13:58 PM
2005,4,Millbrae,1,1,2023/09/01 04:13:58 PM
2005,4,Moss Beach,2,1,2023/09/01 04:13:58 PM
2005,4,Pacifica,22,3,2023/09/01 04:13:58 PM
2005,4,Palo Alto,3,1,2023/09/01 04:13:58 PM
2005,4,Portola Valley,120,1,2023/09/01 04:13:58 PM
2005,4,Redwood City,37,1,2023/09/01 04:13:58 PM
2005,4,San Anselmo,4,1,2023/09/01 04:13:58 PM
2005,4,San Bruno,9,4,2023/09/01 04:13:58 PM
2005,4,San Carlos,3,1,2023/09/01 04:13:58 PM
2005,4,San Francisco,12,6,2023/09/01 04:13:58 PM
2005,4,San Mateo,2,2,2023/09/01 04:13:58 PM
2005,4,South San Franciscio,5,4,2023/09/01 04:13:58 PM
2005,4,Woodside,12,1,2023/09/01 04:13:58 PM
2005,5,Atherton,266,1,2023/09/01 04:13:58 PM
2005,5,Belmont,2,2,2023/09/01 04:13:58 PM
2005,5,Berkeley,2,1,2023/09/01 04:13:58 PM
2005,5,Brisbane,196,15,2023/09/01 04:13:58 PM
2005,5,Burlingame,1,1,2023/09/01 04:13:58 PM
2005,5,Daly City,110,9,2023/09/01 04:13:58 PM
2005,5,Foster City,3,3,2023/09/01 04:13:58 PM
2005,5,Lagunitas,"1,279",3,2023/09/01 04:13:58 PM
2005,5,Los Altos,2,1,2023/09/01 04:13:58 PM
2005,5,Menlo Park,7,1,2023/09/01 04:13:58 PM
2005,5,Pacifica,30,9,2023/09/01 04:13:58 PM
2005,5,Palo Alto,8,5,2023/09/01 04:13:58 PM
2005,5,Portola Valley,3,2,2023/09/01 04:13:58 PM
2005,5,Redwood City,40,1,2023/09/01 04:13:58 PM
2005,5,San Bruno,8,3,2023/09/01 04:13:58 PM
2005,5,San Carlos,1,1,2023/09/01 04:13:58 PM
2005,5,San Francisco,3,3,2023/09/01 04:13:58 PM
2005,5,San Geronimo,1,1,2023/09/01 04:13:58 PM
2005,5,San Mateo,12,6,2023/09/01 04:13:58 PM
2005,5,South San Franciscio,4,3,2023/09/01 04:13:58 PM
2005,6,Alameda,5,1,2023/09/01 04:13:58 PM
2005,6,Atherton,201,2,2023/09/01 04:13:58 PM
2005,6,Belmont,1,1,2023/09/01 04:13:58 PM
2005,6,Brisbane,180,11,2023/09/01 04:13:58 PM
2005,6,Daly City,73,6,2023/09/01 04:13:58 PM
2005,6,Foster City,3,3,2023/09/01 04:13:58 PM
2005,6,Hillsborough,1,1,2023/09/01 04:13:58 PM
2005,6,Lagunitas,2,1,2023/09/01 04:13:58 PM
2005,6,Los Altos,3,2,2023/09/01 04:13:58 PM
2005,6,Millbrae,2,1,2023/09/01 04:13:58 PM
2005,6,Pacifica,24,8,2023/09/01 04:13:58 PM
2005,6,Palo Alto,6,3,2023/09/01 04:13:58 PM
2005,6,Redwood City,30,1,2023/09/01 04:13:58 PM
2005,6,San Bruno,16,3,2023/09/01 04:13:58 PM
2005,6,San Francisco,4,3,2023/09/01 04:13:58 PM
2005,6,San Mateo,52,5,2023/09/01 04:13:58 PM
2005,6,South San Franciscio,25,10,2023/09/01 04:13:58 PM
2005,7,Alameda,5,1,2023/09/01 04:13:58 PM
2005,7,Atherton,243,1,2023/09/01 04:13:58 PM
2005,7,Berkeley,1,1,2023/09/01 04:13:58 PM
2005,7,Brisbane,132,9,2023/09/01 04:13:58 PM
2005,7,Daly City,25,8,2023/09/01 04:13:58 PM
2005,7,Foster City,4,3,2023/09/01 04:13:58 PM
2005,7,Hayward,1,1,2023/09/01 04:13:58 PM
2005,7,Hillsborough,3,2,2023/09/01 04:13:58 PM
2005,7,Los Altos,1,1,2023/09/01 04:13:58 PM
2005,7,Los Gatos,2,1,2023/09/01 04:13:58 PM
2005,7,Menlo Park,1,1,2023/09/01 04:13:58 PM
2005,7,Millbrae,1,1,2023/09/01 04:13:58 PM
2005,7,Palo Alto,4,4,2023/09/01 04:13:58 PM
2005,7,Portola Valley,1,1,2023/09/01 04:13:58 PM
2005,7,Redwood City,28,2,2023/09/01 04:13:58 PM
2005,7,San Bruno,31,6,2023/09/01 04:13:58 PM
2005,7,San Francisco,1,1,2023/09/01 04:13:58 PM
2005,7,San Mateo,15,6,2023/09/01 04:13:58 PM
2005,7,South San Franciscio,17,7,2023/09/01 04:13:58 PM
2005,8,Alameda,7,1,2023/09/01 04:13:58 PM
2005,8,Atherton,100,1,2023/09/01 04:13:58 PM
2005,8,Berkeley,4,1,2023/09/01 04:13:58 PM
2005,8,Brisbane,251,7,2023/09/01 04:13:58 PM
2005,8,Burlingame,16,7,2023/09/01 04:13:58 PM
2005,8,Daly City,14,6,2023/09/01 04:13:58 PM
2005,8,Foster City,2,2,2023/09/01 04:13:58 PM
2005,8,Fremont,1,1,2023/09/01 04:13:58 PM
2005,8,Hillsborough,6,2,2023/09/01 04:13:58 PM
2005,8,Pacifica,2,1,2023/09/01 04:13:58 PM
2005,8,Palo Alto,8,3,2023/09/01 04:13:58 PM
2005,8,Redwood City,26,2,2023/09/01 04:13:58 PM
2005,8,San Bruno,5,3,2023/09/01 04:13:58 PM
2005,8,San Francisco,4,3,2023/09/01 04:13:58 PM
2005,8,San Mateo,14,6,2023/09/01 04:13:58 PM
2005,8,South San Franciscio,15,2,2023/09/01 04:13:58 PM
2005,9,Alameda,11,1,2023/09/01 04:13:58 PM
2005,9,Belmont,1,1,2023/09/01 04:13:58 PM
2005,9,Berkeley,3,1,2023/09/01 04:13:58 PM
2005,9,Brisbane,239,10,2023/09/01 04:13:58 PM
2005,9,Burlingame,3,2,2023/09/01 04:13:58 PM
2005,9,Daly City,32,4,2023/09/01 04:13:58 PM
2005,9,Foster City,2,2,2023/09/01 04:13:58 PM
2005,9,Hillsborough,1,1,2023/09/01 04:13:58 PM
2005,9,Millbrae,1,1,2023/09/01 04:13:58 PM
2005,9,Palo Alto,1,1,2023/09/01 04:13:58 PM
2005,9,Portola Valley,1,1,2023/09/01 04:13:58 PM
2005,9,Redwood City,64,1,2023/09/01 04:13:58 PM
2005,9,San Bruno,8,4,2023/09/01 04:13:58 PM
2005,9,San Francisco,2,1,2023/09/01 04:13:58 PM
2005,9,San Mateo,3,2,2023/09/01 04:13:58 PM
2005,9,South San Franciscio,35,3,2023/09/01 04:13:58 PM
2005,10,Alameda,5,1,2023/09/01 04:13:58 PM
2005,10,Brisbane,551,15,2023/09/01 04:13:58 PM
2005,10,Daly City,17,2,2023/09/01 04:13:58 PM
2005,10,Foster City,1,1,2023/09/01 04:13:58 PM
2005,10,Millbrae,7,2,2023/09/01 04:13:58 PM
2005,10,Pacifica,31,4,2023/09/01 04:13:58 PM
2005,10,Palo Alto,6,1,2023/09/01 04:13:58 PM
2005,10,Redwood City,26,1,2023/09/01 04:13:58 PM
2005,10,San Bruno,8,4,2023/09/01 04:13:58 PM
2005,10,San Francisco,27,18,2023/09/01 04:13:58 PM
2005,10,San Mateo,4,3,2023/09/01 04:13:58 PM
2005,10,South San Franciscio,7,5,2023/09/01 04:13:58 PM
2005,11,Alameda,2,1,2023/09/01 04:13:58 PM
2005,11,Atherton,64,1,2023/09/01 04:13:58 PM
2005,11,Brisbane,399,10,2023/09/01 04:13:58 PM
2005,11,Burlingame,1,1,2023/09/01 04:13:58 PM
2005,11,Daly City,5,2,2023/09/01 04:13:58 PM
2005,11,Foster City,2,1,2023/09/01 04:13:58 PM
2005,11,Los Altos,1,1,2023/09/01 04:13:58 PM
2005,11,Millbrae,11,3,2023/09/01 04:13:58 PM
2005,11,Pacifica,23,3,2023/09/01 04:13:58 PM
2005,11,Portola Valley,1,1,2023/09/01 04:13:58 PM
2005,11,Redwood City,33,1,2023/09/01 04:13:58 PM
2005,11,San Carlos,1,1,2023/09/01 04:13:58 PM
2005,11,San Francisco,8,2,2023/09/01 04:13:58 PM
2005,11,San Mateo,2,2,2023/09/01 04:13:58 PM
2005,11,San Rafael,1,1,2023/09/01 04:13:58 PM
2005,11,South San Franciscio,7,3,2023/09/01 04:13:58 PM
2005,11,Woodside,1,1,2023/09/01 04:13:58 PM
2005,12,Alameda,8,2,2023/09/01 04:13:58 PM
2005,12,Atherton,176,1,2023/09/01 04:13:58 PM
2005,12,Belmont,1,1,2023/09/01 04:13:58 PM
2005,12,Brisbane,290,7,2023/09/01 04:13:58 PM
2005,12,Burlingame,2,1,2023/09/01 04:13:58 PM
2005,12,Daly City,4,2,2023/09/01 04:13:58 PM
2005,12,Foster City,2,2,2023/09/01 04:13:58 PM
2005,12,Millbrae,13,3,2023/09/01 04:13:58 PM
2005,12,Novato,3,1,2023/09/01 04:13:58 PM
2005,12,Pacifica,8,1,2023/09/01 04:13:58 PM
2005,12,Palo Alto,1,1,2023/09/01 04:13:58 PM
2005,12,Redwood City,14,3,2023/09/01 04:13:58 PM
2005,12,San Francisco,4,3,2023/09/01 04:13:58 PM
2005,12,San Rafael,7,1,2023/09/01 04:13:58 PM
2005,12,South San Franciscio,1,1,2023/09/01 04:13:58 PM
2005,12,Sunnyvale,1,1,2023/09/01 04:13:58 PM
2005,12,Tiburon,5,1,2023/09/01 04:13:58 PM
2006,1,Atherton,174,1,2023/09/01 04:13:58 PM
2006,1,Belmont,1,1,2023/09/01 04:13:58 PM
2006,1,Brisbane,374,8,2023/09/01 04:13:58 PM
2006,1,Daly City,6,4,2023/09/01 04:13:58 PM
2006,1,Foster City,2,2,2023/09/01 04:13:58 PM
2006,1,Los Altos,1,1,2023/09/01 04:13:58 PM
2006,1,Millbrae,41,1,2023/09/01 04:13:58 PM
2006,1,Moraga,8,1,2023/09/01 04:13:58 PM
2006,1,Pacifica,4,1,2023/09/01 04:13:58 PM
2006,1,Palo Alto,2,1,2023/09/01 04:13:58 PM
2006,1,Portola Valley,5,1,2023/09/01 04:13:58 PM
2006,1,San Bruno,4,2,2023/09/01 04:13:58 PM
2006,1,San Carlos,3,2,2023/09/01 04:13:58 PM
2006,1,San Francisco,32,4,2023/09/01 04:13:58 PM
2006,1,South San Franciscio,3,2,2023/09/01 04:13:58 PM
2006,1,Sunnyvale,3,1,2023/09/01 04:13:58 PM
2006,1,Woodside,15,2,2023/09/01 04:13:58 PM
2006,2,Alameda,6,3,2023/09/01 04:13:58 PM
2006,2,Atherton,174,1,2023/09/01 04:13:58 PM
2006,2,Belmont,2,1,2023/09/01 04:13:58 PM
2006,2,Brisbane,384,5,2023/09/01 04:13:58 PM
2006,2,Burlingame,5,3,2023/09/01 04:13:58 PM
2006,2,Daly City,11,4,2023/09/01 04:13:58 PM
2006,2,Foster City,12,3,2023/09/01 04:13:58 PM
2006,2,Menlo Park,5,1,2023/09/01 04:13:58 PM
2006,2,Millbrae,24,5,2023/09/01 04:13:58 PM
2006,2,Montara,10,1,2023/09/01 04:13:58 PM
2006,2,Moraga,3,1,2023/09/01 04:13:58 PM
2006,2,Pacifica,5,1,2023/09/01 04:13:58 PM
2006,2,Palo Alto,3,2,2023/09/01 04:13:58 PM
2006,2,Portola Valley,1,1,2023/09/01 04:13:58 PM
2006,2,Redwood City,12,2,2023/09/01 04:13:58 PM
2006,2,San Bruno,5,2,2023/09/01 04:13:58 PM
2006,2,San Francisco,13,4,2023/09/01 04:13:58 PM
2006,2,San Mateo,5,1,2023/09/01 04:13:58 PM
2006,2,South San Franciscio,3,3,2023/09/01 04:13:58 PM
2006,3,Alameda,6,2,2023/09/01 04:13:58 PM
2006,3,Atherton,371,3,2023/09/01 04:13:58 PM
2006,3,Belmont,1,1,2023/09/01 04:13:58 PM
2006,3,Belvedere,1,1,2023/09/01 04:13:58 PM
2006,3,Brisbane,340,7,2023/09/01 04:13:58 PM
2006,3,Burlingame,1,1,2023/09/01 04:13:58 PM
2006,3,Daly City,31,2,2023/09/01 04:13:58 PM
2006,3,Foster City,45,2,2023/09/01 04:13:58 PM
2006,3,Millbrae,26,2,2023/09/01 04:13:58 PM
2006,3,Moraga,8,1,2023/09/01 04:13:58 PM
2006,3,Oakland,2,1,2023/09/01 04:13:58 PM
2006,3,Pacifica,6,4,2023/09/01 04:13:58 PM
2006,3,Portola Valley,5,1,2023/09/01 04:13:58 PM
2006,3,Redwood City,18,2,2023/09/01 04:13:58 PM
2006,3,San Bruno,1,1,2023/09/01 04:13:58 PM
2006,3,San Carlos,3,1,2023/09/01 04:13:58 PM
2006,3,San Francisco,62,10,2023/09/01 04:13:58 PM
2006,3,San Mateo,3,2,2023/09/01 04:13:58 PM
2006,3,South San Franciscio,16,6,2023/09/01 04:13:58 PM
2006,3,Tiburon,1,1,2023/09/01 04:13:58 PM
2006,3,Woodside,1,1,2023/09/01 04:13:58 PM
2006,4,Alameda,5,1,2023/09/01 04:13:58 PM
2006,4,Atherton,347,3,2023/09/01 04:13:58 PM
2006,4,Brisbane,515,12,2023/09/01 04:13:58 PM
2006,4,Burlingame,1,1,2023/09/01 04:13:58 PM
2006,4,Corte Madera,8,1,2023/09/01 04:13:58 PM
2006,4,Daly City,114,4,2023/09/01 04:13:58 PM
2006,4,Foster City,25,5,2023/09/01 04:13:58 PM
2006,4,Lagunitas,583,2,2023/09/01 04:13:58 PM
2006,4,Menlo Park,14,2,2023/09/01 04:13:58 PM
2006,4,Millbrae,1,1,2023/09/01 04:13:58 PM
2006,4,Moraga,20,1,2023/09/01 04:13:58 PM
2006,4,Novato,1,1,2023/09/01 04:13:58 PM
2006,4,Pacifica,2,1,2023/09/01 04:13:58 PM
2006,4,Palo Alto,5,3,2023/09/01 04:13:58 PM
2006,4,Redwood City,26,1,2023/09/01 04:13:58 PM
2006,4,San Bruno,4,3,2023/09/01 04:13:58 PM
2006,4,San Francisco,16,7,2023/09/01 04:13:58 PM
2006,4,San Mateo,8,3,2023/09/01 04:13:58 PM
2006,4,South San Franciscio,17,7,2023/09/01 04:13:58 PM
2006,4,Tiburon,3,1,2023/09/01 04:13:58 PM
2006,4,Woodside,3,1,2023/09/01 04:13:58 PM
2006,5,Alameda,3,1,2023/09/01 04:13:58 PM
2006,5,Atherton,156,2,2023/09/01 04:13:58 PM
2006,5,Brisbane,422,11,2023/09/01 04:13:58 PM
2006,5,Burlingame,7,2,2023/09/01 04:13:58 PM
2006,5,Daly City,107,3,2023/09/01 04:13:58 PM
2006,5,Discovery Bay,2,1,2023/09/01 04:13:58 PM
2006,5,Foster City,12,6,2023/09/01 04:13:58 PM
2006,5,Hayward,1,1,2023/09/01 04:13:58 PM
2006,5,Hillsborough,2,1,2023/09/01 04:13:58 PM
2006,5,Lafayette,1,1,2023/09/01 04:13:58 PM
2006,5,Millbrae,12,2,2023/09/01 04:13:58 PM
2006,5,Moraga,23,1,2023/09/01 04:13:58 PM
2006,5,Newark,2,1,2023/09/01 04:13:58 PM
2006,5,Palo Alto,3,2,2023/09/01 04:13:58 PM
2006,5,Portola Valley,4,1,2023/09/01 04:13:58 PM
2006,5,Redwood City,21,2,2023/09/01 04:13:58 PM
2006,5,San Anselmo,4,2,2023/09/01 04:13:58 PM
2006,5,San Bruno,7,4,2023/09/01 04:13:58 PM
2006,5,San Francisco,12,8,2023/09/01 04:13:58 PM
2006,5,San Mateo,12,4,2023/09/01 04:13:58 PM
2006,5,Soquel,1,1,2023/09/01 04:13:58 PM
2006,5,South San Franciscio,447,9,2023/09/01 04:13:58 PM
2006,6,Alameda,4,1,2023/09/01 04:13:58 PM
2006,6,Atherton,179,3,2023/09/01 04:13:58 PM
2006,6,Brisbane,257,8,2023/09/01 04:13:58 PM
2006,6,Burlingame,10,5,2023/09/01 04:13:58 PM
2006,6,Concord,1,1,2023/09/01 04:13:58 PM
2006,6,Daly City,76,5,2023/09/01 04:13:58 PM
2006,6,Foster City,117,5,2023/09/01 04:13:58 PM
2006,6,Hillsborough,3,2,2023/09/01 04:13:58 PM
2006,6,Los Altos,1,1,2023/09/01 04:13:58 PM
2006,6,Menlo Park,2,2,2023/09/01 04:13:58 PM
2006,6,Millbrae,59,2,2023/09/01 04:13:58 PM
2006,6,Moraga,6,1,2023/09/01 04:13:58 PM
2006,6,Palo Alto,13,4,2023/09/01 04:13:58 PM
2006,6,Portola Valley,9,1,2023/09/01 04:13:58 PM
2006,6,Redwood City,17,3,2023/09/01 04:13:58 PM
2006,6,San Bruno,6,4,2023/09/01 04:13:58 PM
2006,6,San Francisco,4,2,2023/09/01 04:13:58 PM
2006,6,San Mateo,65,12,2023/09/01 04:13:58 PM
2006,6,South San Franciscio,436,10,2023/09/01 04:13:58 PM
2006,6,Woodside,5,1,2023/09/01 04:13:58 PM
2006,7,Alameda,2,1,2023/09/01 04:13:58 PM
2006,7,Atherton,270,1,2023/09/01 04:13:58 PM
2006,7,Belmont,25,2,2023/09/01 04:13:58 PM
2006,7,Brisbane,295,6,2023/09/01 04:13:58 PM
2006,7,Daly City,1,1,2023/09/01 04:13:58 PM
2006,7,Foster City,26,2,2023/09/01 04:13:58 PM
2006,7,Hillsborough,1,1,2023/09/01 04:13:58 PM
2006,7,Millbrae,5,4,2023/09/01 04:13:58 PM
2006,7,Pacifica,4,3,2023/09/01 04:13:58 PM
2006,7,Redwood City,10,1,2023/09/01 04:13:58 PM
2006,7,San Bruno,16,3,2023/09/01 04:13:58 PM
2006,7,San Francisco,3,2,2023/09/01 04:13:58 PM
2006,7,San Mateo,9,6,2023/09/01 04:13:58 PM
2006,7,South San Franciscio,4,2,2023/09/01 04:13:58 PM
2006,8,Alameda,3,1,2023/09/01 04:13:58 PM
2006,8,Atherton,88,2,2023/09/01 04:13:58 PM
2006,8,Belmont,20,1,2023/09/01 04:13:58 PM
2006,8,Brisbane,330,8,2023/09/01 04:13:58 PM
2006,8,Burlingame,7,2,2023/09/01 04:13:58 PM
2006,8,Daly City,5,2,2023/09/01 04:13:58 PM
2006,8,Foster City,24,1,2023/09/01 04:13:58 PM
2006,8,Menlo Park,1,1,2023/09/01 04:13:58 PM
2006,8,Millbrae,1,1,2023/09/01 04:13:58 PM
2006,8,Pacifica,1,1,2023/09/01 04:13:58 PM
2006,8,Piedmont,1,1,2023/09/01 04:13:58 PM
2006,8,Redwood City,19,2,2023/09/01 04:13:58 PM
2006,8,San Bruno,6,2,2023/09/01 04:13:58 PM
2006,8,San Francisco,1,1,2023/09/01 04:13:58 PM
2006,8,San Mateo,6,4,2023/09/01 04:13:58 PM
2006,8,Santa Rosa,1,1,2023/09/01 04:13:58 PM
2006,8,South San Franciscio,12,7,2023/09/01 04:13:58 PM
2006,8,Woodside,4,1,2023/09/01 04:13:58 PM
2006,9,Alameda,3,1,2023/09/01 04:13:58 PM
2006,9,Belmont,79,1,2023/09/01 04:13:58 PM
2006,9,Brisbane,464,7,2023/09/01 04:13:58 PM
2006,9,Burlingame,8,4,2023/09/01 04:13:58 PM
2006,9,Foster City,24,1,2023/09/01 04:13:58 PM
2006,9,Pacifica,4,3,2023/09/01 04:13:58 PM
